"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"3365",অন্তেবাসী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারম,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেষণযন্ত্র,NULL,বিভাব,NULL,মেরামতি,NULL,NULL,NULL,NULL,NULL,সহাস্যদৃষ্টি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3366",অন্ত্য,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারমবোর্ড,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেষণি,NULL,বিভাবতী,NULL,মেরি,NULL,NULL,NULL,NULL,NULL,সহাস্যবচন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3367",অন্ত্যজ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারাট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেষণী,NULL,বিভাবন,NULL,মেরিমাতা,NULL,NULL,NULL,NULL,NULL,সহাস্যবদন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3368",অন্ত্যধ্বনি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেষাই,NULL,বিভাবনা,NULL,মেরিট,NULL,NULL,NULL,NULL,NULL,সহাস্যমুখ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3369",অন্ত্যবর্ণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারাটে,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস-বোলার,NULL,বিভাবনীয়,NULL,মেরিটপ্রোমোশন,NULL,NULL,NULL,NULL,NULL,সহিংস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3370",অন্ত্যাক্ষরিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারিকেচার,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস-বোলিং,NULL,বিভাবরী,NULL,মেরিটলিস্ট,NULL,NULL,NULL,NULL,NULL,সহিত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3371",অন্ত্যাক্ষরী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারিবিয়ান,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস-মেকার,NULL,বিভাবসু,NULL,মেরিন,NULL,NULL,NULL,NULL,NULL,সহাতার্থক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3372",অন্ত্যানুপ্রাস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যারিবীয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস-সেটার,NULL,বিভাবিত,NULL,মেরিনইঞ্জিনিয়ার,NULL,NULL,NULL,NULL,NULL,সহিষ্ণু,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3373",অন্ত্যানুষ্ঠান,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালকুলাস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস্ট,NULL,বিভাব্য,NULL,মেরিনড্রাইভ,NULL,NULL,NULL,NULL,NULL,সহিস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3374",অন্ত্যানুসরণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালকুলেটর,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস্ট্রি,NULL,বিভাময়,NULL,মেরিনবায়োলজি,NULL,NULL,NULL,NULL,NULL,সহি-সাবুত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3375",অন্ত্যানুসারী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালকুলেশন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পেস্তা,NULL,বিভাশালিনী,NULL,মেরিনো,NULL,NULL,NULL,NULL,NULL,সহি-সুপারিশ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3376",অন্ত্যেষ্টি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালশিয়াম,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈঁছা,NULL,বিভাশালী,NULL,মেরু,NULL,NULL,NULL,NULL,NULL,সহৃদয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3377",অন্ত্যেষ্টিক্রিয়া,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালাডোনীয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈঠা,NULL,বিভাশূন্য,NULL,মেরুকরন,NULL,NULL,NULL,NULL,NULL,সহৃদয়হৃদয়সংবাদী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3378",অন্ত্র,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালানো,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈতা,NULL,বিভাষা,NULL,মেরুজগৎ,NULL,NULL,NULL,NULL,NULL,সহৃদয়া,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3379",অন্ত্রবৃদ্ধি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালাস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈতৃক,NULL,বিভাষী,NULL,মেরুজীবন,NULL,NULL,NULL,NULL,NULL,সহোদর,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3380",অন্ত্রাশয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালিগ্রাফি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈত্র,NULL,বিভাস,NULL,মেরুজ্যোতি,NULL,NULL,NULL,NULL,NULL,সহ্য,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3381",অন্ত্রাশ্রিত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালিপ্‌সো,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈশাচ,NULL,বিভাসক,NULL,মেরুতুষার,NULL,NULL,NULL,NULL,NULL,সহ্যশক্তি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3382",অন্দর,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালেন্ডার,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈশাচিক,NULL,বিভাসা,NULL,মেরুতুহিন,NULL,NULL,NULL,NULL,NULL,সহ্যাতিরিক্ত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3383",অন্দরমহল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালেন্ডুলা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈশাচী,NULL,বিভাসিত,NULL,মেরুদণ্ড,NULL,NULL,NULL,NULL,NULL,সহ্যাতীত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3384",অন্ধ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যালোরি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈশুন,NULL,বিভাস্বর,NULL,মেরুদণ্ডী,NULL,NULL,NULL,NULL,NULL,সহ্যাদ্রি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3385",অন্ধকরণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাশবই,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পৈশুন্য,NULL,বিভাহীন,NULL,মেরুন,NULL,NULL,NULL,NULL,NULL,সাইকেল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3386",অন্ধকার,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাশবাক্‌সো,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পো,NULL,বিভিন্ন,NULL,মেরুপর্বত,NULL,NULL,NULL,NULL,NULL,সাইকোপ্যাথোলজিক্যাল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3387",অন্ধকারাচ্ছন্ন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাশিয়ার,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁ,NULL,বিভীতক,NULL,মেরুপ্রভা,NULL,NULL,NULL,NULL,NULL,সাইকোমেট্রি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3388",অন্ধকারাবৃত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাসানোভা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁচ,NULL,বিভীতকী,NULL,মেরুপ্রমাণ,NULL,NULL,NULL,NULL,NULL,সাইকোলজি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3389",অন্ধকারাশ্রিত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাসিনো,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁচড়া,NULL,বিভীষণ,NULL,মেরুপ্রাণী,NULL,NULL,NULL,NULL,NULL,সাইকো-সোম্যাটিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3390",অন্ধকূপ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাসেট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁচলা,NULL,বিভীষিকা,NULL,মেরুবাসিনী,NULL,NULL,NULL,NULL,NULL,সাইক্লোন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3391",অন্ধকূপহত্যা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাসেরোল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁছ,NULL,বিভু,NULL,মেরুবাসী,NULL,NULL,NULL,NULL,NULL,সাইক্লোস্টাইল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3392",অন্ধতাজনিত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্যাস্টরঅয়েল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁটা,NULL,বিভুঁই,NULL,মেররেখা,NULL,NULL,NULL,NULL,NULL,সাইজ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3393",অন্ধতাপ্রসূত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রকচ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁতা,NULL,বিভূতি,NULL,মেল,NULL,NULL,NULL,NULL,NULL,সাইট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3394",অন্ধবিশ্বাস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রতু,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁদ,NULL,বিভূতিপ্রলিপ্ত,NULL,মেলট্রেন,NULL,NULL,NULL,NULL,NULL,সাইটেশন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3395",অন্ধিসন্ধি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রন্দন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোঁধরা,NULL,বিভূতিপ্রলেপ,NULL,মেলবন্ধন,NULL,NULL,NULL,NULL,NULL,সাইড,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3396",অন্ন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রন্দনপরায়ণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোকা,NULL,বিভূতিভূষণ,NULL,মেলবোর্ন,NULL,NULL,NULL,NULL,NULL,সাইডিং,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3397",অন্নকষ্ট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রন্দনমুখী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোকামাকড়,NULL,বিভূতিলিপ্ত,NULL,মেলানি,NULL,NULL,NULL,NULL,NULL,সাইন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3398",অন্নকূট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রন্দনোন্মুখ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোকার,NULL,বিভূতিলেপন,NULL,মেলামেশা,NULL,NULL,NULL,NULL,NULL,সাইনবোর্ড,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3399",অন্নকৃচ্ছ্র,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রন্দসী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোক্ত,NULL,বিভূষণ,NULL,মেশামিশি,NULL,NULL,NULL,NULL,NULL,সাইবার,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3400",অন্নক্লেশ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রম,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোখরাজ,NULL,বিভূষিত,NULL,মেশিন,NULL,NULL,NULL,NULL,NULL,সাইবারনেটিক্‌স,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3401",অন্নগ্রহণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমক্ষয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোখরান,NULL,বিভেদ,NULL,মেশিনগান,NULL,NULL,NULL,NULL,NULL,সাইবেরিয়া,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3402",অন্নচিন্তা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমক্ষীয়মাণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোগণ্ড,NULL,বিভেদক,NULL,মেশিনম্যান,NULL,NULL,NULL,NULL,NULL,সাইবেরীয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3403",অন্নছত্র,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোট,NULL,বিভেদকামী,NULL,মেশিনরুম,NULL,NULL,NULL,NULL,NULL,সাইরেন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3404",অন্নজল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমনিরূপণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোটলা,NULL,বিভেদন,NULL,মেষ,NULL,NULL,NULL,NULL,NULL,সাইলেন্ট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3405",অন্নজীবী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমনির্ণয়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোটেনশিয়াল,NULL,বিভোর,NULL,মেষচারণ,NULL,NULL,NULL,NULL,NULL,সাইলেন্স,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3406",অন্নত্যাগ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমনির্ধারণ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোটেন্সি,NULL,বিভোল,NULL,মেষপালক,NULL,NULL,NULL,NULL,NULL,সাউকারি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3407",অন্নত্যাগী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমপর্যায়,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোটো,NULL,বিভ্রম,NULL,মেষপালন,NULL,NULL,NULL,NULL,NULL,সাউখুরি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3408",অন্নদা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমপর্যায়ী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোটোপাড়া,NULL,বিভ্রাট,NULL,মেষশাবক,NULL,NULL,NULL,NULL,NULL,সাংকর্য,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3409",অন্নদাতা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবর্ধমান,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়খাওয়া,NULL,বিভ্রান্ত,NULL,মেষী,NULL,NULL,NULL,NULL,NULL,সাংকেতিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3410",অন্নদাত্রী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিকাশ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়াকপাল,NULL,বিভ্রান্তি,NULL,মেস,NULL,NULL,NULL,NULL,NULL,সাংখ্য,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3411",অন্নদান,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিকাশমান,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়াকপালি,NULL,বিভ্রান্তিকর,NULL,মেসবাড়ি,NULL,NULL,NULL,NULL,NULL,সাংখ্যকার,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3412",অন্নদামঙ্গল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিকাশশীল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়ানি,NULL,বিম,NULL,মেসম্যানেজার,NULL,NULL,NULL,NULL,NULL,সাংখ্যদর্শন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3413",অন্নদাস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিবর্তন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়ামাটি,NULL,বিমনস্ক,NULL,মেসিংচার্জ,NULL,NULL,NULL,NULL,NULL,সাংখ্যযোগ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3414",অন্নধ্বংস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিবর্তনধর্মী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়ামুখ,NULL,বিমনা,NULL,মেসো,NULL,NULL,NULL,NULL,NULL,সাংখ্যসিদ্ধান্ত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3415",অন্নধ্বংসকারী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিবর্তনমুখী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়ারমুখি,NULL,বিমর্দ,NULL,মেসোমশাই,NULL,NULL,NULL,NULL,NULL,সাংখ্যায়ন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3416",অন্ননালী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিবর্তনশীল,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়েন,NULL,বিমর্দক,NULL,মেস্তা,NULL,NULL,NULL,NULL,NULL,সাংখ্যিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3417",অন্নপাক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবিলুপ্ত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোড়ো,NULL,বিমর্দন,NULL,মেহ,NULL,NULL,NULL,NULL,NULL,সাংখ্যোক্ত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3418",অন্নপুষ্ট,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমবৃদ্ধি,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোত,NULL,বিমর্শ,NULL,মেহগনি,NULL,NULL,NULL,NULL,NULL,সাংগঠনিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3419",অন্নপূর্ণা,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমভঙ্গদোষ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোতশ্রেণি,NULL,বিমর্ষ,NULL,মেহনত,NULL,NULL,NULL,NULL,NULL,সাংগীতিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3420",অন্নপোষিত,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমশ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোতা,NULL,বিমল,NULL,মেহনতি,NULL,NULL,NULL,NULL,NULL,সাংগ্রামিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3421",অন্নপ্রার্থী,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমহ্রসমান,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোতাধ্যক্ষ,NULL,বিমলা,NULL,মেহন্নতি,NULL,NULL,NULL,NULL,NULL,সাংঘাতিক,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3422",অন্নপ্রাশন,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ক্রমহ্রাস,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,পোতারোহী,NULL,বিমলানন্দ,NULL,মেহমান,NULL,NULL,NULL,NULL,NULL,সাংবৎসর,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
